refseq_mrna,entrezgene_id,ensembl_gene_id,external_gene_name,tau,Adipose_Subcutaneous,Adrenal_Gland,Brain_Cerebellum,Brain_Frontal_Cortex_(BA9),Brain_Spinal_cord_(cervical_c1),Breast_Mammary_Tissue,Colon_Transverse,Esophagus_Mucosa,Heart_Left_Ventricle,Kidney_Cortex,Liver,Lung,Muscle_Skeletal,Ovary,Pancreas,Prostate,Skin_Not_Sun_Exposed_(Suprapubic),Small_Intestine_Terminal_Ileum,Spleen,Stomach,Testis,Thyroid
,130,ENSG00000172955,ADH6,0.810864853736849,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_152401,132954,ENSG00000163440,PDCL2,0.993813800074093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_173484,128209,ENSG00000171872,KLF17,0.964529115621342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_015717,50489,ENSG00000116031,CD207,0.923527355091116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NM_182607,340547,ENSG00000101842,VSIG1,0.887338424296352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
,5644,ENSG00000204983,PRSS1,0.93736420098815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1572,ENSG00000197446,CYP2F1,0.873203073798613,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NM_032600,84692,ENSG00000138483,CCDC54,0.981684860870541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_000780,1581,ENSG00000167910,CYP7A1,0.963165978649592,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_001510,2895,ENSG00000152208,GRID2,0.923981250631268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1587,ENSG00000197475,ADAM3A,0.966066880866442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001256545,84466,ENSG00000145794,MEGF10,0.824018282821907,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_199346,375189,ENSG00000176732,PFN4,0.826725519117526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_138433,113730,ENSG00000130487,KLHDC7B,0.863181301717647,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001123225,644186,ENSG00000217442,SYCE3,0.917677467810104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001365700,136332,ENSG00000155530,LRGUK,0.847902819137063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_005191,941,ENSG00000121594,CD80,0.851817210432399,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
,NA,ENSG00000219039,,0.926592837436596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_198508,346689,ENSG00000188883,KLRG2,0.828760486467121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NM_001244847,388533,ENSG00000188508,KRTDAP,0.882518232254191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,317719,ENSG00000161594,KLHL10,0.939747100253321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_152481,148109,ENSG00000177558,FAM187B,0.988620640278064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_012183,27022,ENSG00000187140,FOXD3,0.837157604618719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_000758,1437,ENSG00000164400,CSF2,0.976969006344819,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,NA,ENSG00000215156,,0.969740932185166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,168975,ENSG00000176571,CNBD1,0.911989522292833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,NA,ENSG00000229009,TMPRSS11GP,0.930374069472829,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_139175,168433,ENSG00000188050,RNF133,0.954527260233261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_005182,766,ENSG00000168748,CA7,0.906059839639836,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005222,1750,ENSG00000006377,DLX6,0.917421395496328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,348980,ENSG00000164588,HCN1,0.903313853194434,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_031414,56164,ENSG00000196335,STK31,0.861147898790954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,10690,ENSG00000172461,FUT9,0.891772598998091,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,154215,ENSG00000188580,NKAIN2,0.898276967758433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001010876,253582,ENSG00000203756,TMEM244,0.918952146549824,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000872,3363,ENSG00000148680,HTR7,0.887163968556428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_014391,27063,ENSG00000148677,ANKRD1,0.876982860067878,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,ENSG00000228510,,0.893722620971994,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001010872,222584,ENSG00000168143,FAM83B,0.823496733952766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NM_014383,27033,ENSG00000011590,ZBTB32,0.829231915116276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,4099,ENSG00000105695,MAG,0.85918661447723,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1300,ENSG00000123500,COL10A1,0.811718391512995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NM_001612,56,ENSG00000134940,ACRV1,0.964698832992921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_182932,6547,ENSG00000100678,SLC8A3,0.811706149469223,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,NA,ENSG00000187686,KRT18P59,0.960369738781838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001128633,150221,ENSG00000183246,RIMBP3C,0.987956743464036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001386866,25770,ENSG00000100249,C22orf31,0.931105624111029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_015063,6543,ENSG00000118160,SLC8A2,0.859967413511824,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001898,1469,ENSG00000170373,CST1,0.962098986910416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NM_001899,1472,ENSG00000101441,CST4,0.98265825425286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NM_022144,64102,ENSG00000000005,TNMD,0.85185150567744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014429,27136,ENSG00000114487,MORC1,0.991194537806795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_002108,3034,ENSG00000084110,HAL,0.826907621146693,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_005413,6496,ENSG00000138083,SIX3,0.929608847627403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,127795,ENSG00000162598,C1orf87,0.942900946175663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_005303,2864,ENSG00000126266,FFAR1,0.832841523694213,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NM_199450,22891,ENSG00000138311,ZNF365,0.870831119410205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_013259,29114,ENSG00000144834,TAGLN3,0.852356755506847,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001297615,7363,ENSG00000156096,UGT2B4,0.949374812515058,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,649179,ENSG00000197549,PRAMENP,0.902590793007207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NM_144967,158763,ENSG00000147256,ARHGAP36,0.853172053203156,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NM_001001412,255022,ENSG00000185933,CALHM1,0.890892385968457,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,ENSG00000223350,IGLV9-49,0.826162699442266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,NA,ENSG00000211647,IGLV5-48,0.932986845327793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,NA,ENSG00000211650,IGLV5-45,0.886051701315348,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NM_005554,3853,ENSG00000205420,KRT6A,0.919217474451592,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,ENSG00000211654,IGLV5-37,0.859480871523545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_019604,56253,ENSG00000109943,CRTAM,0.929865308468281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_139176,199713,ENSG00000167634,NLRP7,0.98269860793532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,200844,ENSG00000163689,CFAP20DC,0.846291159689701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001164484,170370,ENSG00000172538,FAM170B,0.991330820733203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_005297,2847,ENSG00000128285,MCHR1,0.85262366591784,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,136263,ENSG00000165120,SSMEM1,0.995091882716818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_175878,150165,ENSG00000172967,XKR3,0.98983570322902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_032028,83942,ENSG00000212122,TSSK1B,0.988323564358884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,85479,ENSG00000147570,DNAJC5B,0.941352656954737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001309427,100129969,ENSG00000187791,FAM205C,0.96836684917091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,NA,ENSG00000178723,GLULP4,0.918228976754583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_175078,374454,ENSG00000189182,KRT77,0.986883726022032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,23349,ENSG00000122733,PHF24,0.855767255609094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001278113,2515,ENSG00000104755,ADAM2,0.998108708283067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001278563,136227,ENSG00000160963,COL26A1,0.838894762951877,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001965,1961,ENSG00000135625,EGR4,0.933241666536647,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,ENSG00000182814,FUNDC2P2,0.998136272090541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,23416,ENSG00000135519,KCNH3,0.807297920409174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,170692,ENSG00000140873,ADAMTS18,0.894127731784194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001365790,123103,ENSG00000185271,KLHL33,0.8292795925676,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,11148,ENSG00000114455,HHLA2,0.80488296231294,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NM_198448,130120,ENSG00000143954,REG3G,0.909410398300582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,11136,ENSG00000021488,SLC7A9,0.866624479745743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NM_002993,6372,ENSG00000124875,CXCL6,0.863878582303114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,5967,ENSG00000115386,REG1A,0.850024020408452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_001287183,3172,ENSG00000101076,HNF4A,0.811758646640839,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,NA,ENSG00000197794,IGKV7-3,0.851436800792556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
,1811,ENSG00000091138,SLC26A3,0.921670493777971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3817,ENSG00000167751,KLK2,0.888937841874667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,NA,ENSG00000211716,TRBV9,0.950771257541449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,29999,ENSG00000106328,FSCN3,0.946628893381439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,NA,ENSG00000211746,TRBV19,0.916293937636488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,174,ENSG00000081051,AFP,0.889642534004091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_213609,407738,ENSG00000183662,TAFA1,0.908795438742189,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_181780,151888,ENSG00000186265,BTLA,0.826468897418056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
,84570,ENSG00000188517,COL25A1,0.81981614227867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,606293,ENSG00000197588,KLKP1,0.929957331162835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NM_001302961,9622,ENSG00000167749,KLK4,0.814755154684561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NM_145250,122651,ENSG00000173464,RNASE11,0.998816665526745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_000226,3857,ENSG00000171403,KRT9,0.92775730415243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NM_020346,57084,ENSG00000091664,SLC17A6,0.933507922486513,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006683,10876,ENSG00000181562,EDDM3A,0.973697579307405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_183061,285335,ENSG00000172139,SLC9C1,0.86666980444744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,163782,ENSG00000132854,KANK4,0.808877634944439,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,5671,ENSG00000221826,PSG3,0.876847346243192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,4892,ENSG00000197893,NRAP,0.924081096105825,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NM_001256588,29986,ENSG00000165794,SLC39A2,0.907362319550715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NM_031217,81930,ENSG00000121621,KIF18A,0.818825467494102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,122664,ENSG00000179636,TPPP2,0.909974230795943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001012264,440163,ENSG00000206150,RNASE13,0.80451125366686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,84659,ENSG00000165799,RNASE7,0.875777948379462,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,7348,ENSG00000114638,UPK1B,0.802734984378953,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NM_020665,57393,ENSG00000147003,CLTRN,0.850210516342119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_181721,283150,ENSG00000176302,FOXR1,0.980997085468432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_004851,9476,ENSG00000131400,NAPSA,0.834962698342737,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NM_016388,50852,ENSG00000163519,TRAT1,0.80971265334434706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_000329,6121,ENSG00000116745,RPE65,0.930143163350185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NM_014495,27329,ENSG00000132855,ANGPTL3,0.926161105774832,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_024508,79413,ENSG00000177494,ZBED2,0.911977585884964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,NA,ENSG00000220960,,0.998767016679381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001080487,390748,ENSG00000205022,PABPN1L,0.861838027140722,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_130840,50617,ENSG00000105929,ATP6V0A4,0.903392075742161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001013743,338661,ENSG00000204300,TMEM225,0.997307224040335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001256888,221301,ENSG00000164451,CALHM4,0.987648510258959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NM_003061,6585,ENSG00000187122,SLIT1,0.851405187519449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001277075,84215,ENSG00000118156,ZNF541,0.874805039993049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_014450,27240,ENSG00000137078,SIT1,0.8356993989919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_001099,55,ENSG00000014257,ACP3,0.850150446457733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,NA,ENSG00000218014,KRT19P1,0.99884867344409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_017422,51806,ENSG00000178372,CALML5,0.935118720621676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NM_005185,810,ENSG00000178363,CALML3,0.90143333173853,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,126248,ENSG00000166359,WDR88,0.81403934082163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,NA,ENSG00000228685,,0.96696675531659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001319155,1579,ENSG00000187048,CYP4A11,0.892608161049705,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NM_152657,199720,ENSG00000179168,GGN,0.876654161175339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_024743,79799,ENSG00000135220,UGT2A3,0.867693606508853,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
NM_001077491,25818,ENSG00000167754,KLK5,0.892402076334772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,NA,ENSG00000226141,,0.979287275999065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_003571,8419,ENSG00000170819,BFSP2,0.87223792832384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,84226,ENSG00000221843,C2orf16,0.927512070022484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001081492,144501,ENSG00000167767,KRT80,0.853298127474654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NM_172107,3785,ENSG00000075043,KCNQ2,0.842732337787367,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_080868,127247,ENSG00000154007,ASB17,0.995482597210495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,9211,ENSG00000108231,LGI1,0.806374010653907,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_033448,112802,ENSG00000139648,KRT71,0.994948356303702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,120935,ENSG00000165972,CCDC38,0.861814830625356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,81025,ENSG00000131233,GJA9,0.837738669753651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001012446,392307,ENSG00000204930,FAM221B,0.907790553787481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001443,2168,ENSG00000163586,FABP1,0.816007319829546,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_138805,131177,ENSG00000198643,FAM3D,0.804201129852007,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001737,735,ENSG00000113600,C9,0.969894006759726,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_032727,9118,ENSG00000148798,INA,0.870892138327605,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001367281,6439,ENSG00000168878,SFTPB,0.893598885755599,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NM_020982,9080,ENSG00000213937,CLDN9,0.849310839533018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,3218,ENSG00000120068,HOXB8,0.82908206766241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_021195,9074,ENSG00000184697,CLDN6,0.869322798060762,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
NM_005249,2290,ENSG00000176165,FOXG1,0.959236924428763,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000805,2520,ENSG00000184502,GAST,0.976601825376537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1179,ENSG00000016490,CLCA1,0.941152111139864,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NM_001033113,377841,ENSG00000188833,ENTPD8,0.846333437499785,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,NA,ENSG00000180764,PIPSL,0.948921142013631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_024337,79192,ENSG00000170549,IRX1,0.818977186019732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001012964,5653,ENSG00000167755,KLK6,0.83783732391025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,NA,ENSG00000214108,TPT1P5,0.910208604630442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,NA,ENSG00000211710,TRBV4-1,0.826394125789045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,NA,ENSG00000211747,TRBV20-1,0.815696631452985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_001318207,100288797,ENSG00000198326,TMEM239,0.987659247976514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001291992,219938,ENSG00000166118,SPATA19,0.987175837436654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001166035,374897,ENSG00000189001,SBSN,0.922637462977172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,441452,ENSG00000230246,SPATA31C1,0.95845167092266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001166137,645961,ENSG00000177910,SPATA31C2,0.994879979384195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001370641,4992,ENSG00000168124,OR1F1,0.958594746790356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,26184,ENSG00000203581,OR1F2P,0.972736624995545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1761,ENSG00000137090,DMRT1,0.984155669619072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_001029860,286151,ENSG00000156509,FBXO43,0.923114699258719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NM_021240,58524,ENSG00000064218,DMRT3,0.921401109542655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,NA,ENSG00000204352,C9orf129,0.902811938514184,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,646024,ENSG00000218358,RAET1K,0.909932624766735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
