refseq_mrna,entrezgene_id,ensembl_gene_id,external_gene_name
NM_002376,4140,ENSG00000075413,MARK3
NM_002382,4149,ENSG00000125952,MAX
NM_002383,4150,ENSG00000103495,MAZ
NM_002384,4152,ENSG00000141644,MBD1
NM_002396,4200,ENSG00000082212,ME2
NM_002408,4247,ENSG00000168282,MGAT2
NM_002412,4255,ENSG00000170430,MGMT
NM_002415,4282,ENSG00000276701,MIF
NM_002415,4282,ENSG00000240972,MIF
NM_002431,4331,ENSG00000020426,MNAT1
NM_002434,4350,ENSG00000103152,MPG
NM_002435,4351,ENSG00000178802,MPI
NM_002439,4437,ENSG00000113318,MSH3
NM_002454,4552,ENSG00000124275,MTRR
NM_002461,4597,ENSG00000167508,MVD
NM_002484,4682,ENSG00000103274,NUBP1
NM_002485,4683,ENSG00000104320,NBN
NM_002488,4695,ENSG00000131495,NDUFA2
NM_002489,4697,ENSG00000189043,NDUFA4
NM_002490,4700,ENSG00000277365,NDUFA6
NM_002490,4700,ENSG00000272765,NDUFA6
NM_002490,4700,ENSG00000273397,NDUFA6
NM_002490,4700,ENSG00000281013,NDUFA6
NM_002490,4700,ENSG00000184983,NDUFA6
NM_002491,4709,ENSG00000119013,NDUFB3
NM_002492,4711,ENSG00000136521,NDUFB5
NM_002493,4712,ENSG00000165264,NDUFB6
NM_002494,4717,ENSG00000109390,NDUFC1
NM_002495,4724,ENSG00000164258,NDUFS4
NM_002496,4728,ENSG00000110717,NDUFS8
NM_002503,4793,ENSG00000282905,NFKBIB
NM_002503,4793,ENSG00000104825,NFKBIB
NM_002504,4799,ENSG00000086102,NFX1
NM_002512,4831,ENSG00000243678,NME2
NM_002513,4832,ENSG00000103024,NME3
NM_002537,4947,ENSG00000180304,OAZ2
NM_002539,4953,ENSG00000115758,ODC1
NM_002552,5000,ENSG00000115947,ORC4
NM_002556,5007,ENSG00000110048,OSBP
NM_002567,5037,ENSG00000089220,PEBP1
NM_002574,5052,ENSG00000117450,PRDX1
NM_002577,5062,ENSG00000180370,PAK2
NM_002582,5073,ENSG00000274829,PARN
NM_002582,5073,ENSG00000140694,PARN
NM_002586,5089,ENSG00000236353,PBX2
NM_002586,5089,ENSG00000225987,PBX2
NM_002586,5089,ENSG00000224952,PBX2
NM_002586,5089,ENSG00000232005,PBX2
NM_002586,5089,ENSG00000206315,PBX2
NM_002586,5089,ENSG00000237344,PBX2
NM_002586,5089,ENSG00000204304,PBX2
NM_002592,5111,ENSG00000132646,PCNA
NM_002598,5134,ENSG00000071994,PDCD2
NM_002601,5147,ENSG00000156973,PDE6D
NM_002618,5194,ENSG00000162928,PEX13
NM_002623,5203,ENSG00000101132,PFDN4
NM_002624,5204,ENSG00000123349,PFDN5
NM_002634,5245,ENSG00000167085,PHB
NM_002635,5250,ENSG00000075415,SLC25A3
NM_002642,5279,ENSG00000135845,PIGC
NM_002643,5281,ENSG00000151665,PIGF
NM_002647,5289,ENSG00000078142,PIK3C3
NM_002651,5298,ENSG00000143393,PI4KB
NM_002669,5356,ENSG00000171566,PLRG1
NM_002685,5394,ENSG00000171824,EXOSC10
NM_002687,5411,ENSG00000100941,PNN
NM_002693,5428,ENSG00000140521,POLG
NM_002695,5434,ENSG00000099817,POLR2E
NM_002696,5436,ENSG00000168002,POLR2G
NM_002706,5495,ENSG00000138032,PPM1B
NM_002708,5499,ENSG00000172531,PPP1CA
NM_002710,5501,ENSG00000186298,PPP1CC
NM_002712,5510,ENSG00000115685,PPP1R7
NM_002713,5511,ENSG00000117751,PPP1R8
NM_002714,5514,ENSG00000230995,PPP1R10
NM_002714,5514,ENSG00000238104,PPP1R10
NM_002714,5514,ENSG00000231737,PPP1R10
NM_002714,5514,ENSG00000206489,PPP1R10
NM_002714,5514,ENSG00000235291,PPP1R10
NM_002714,5514,ENSG00000227804,PPP1R10
NM_002714,5514,ENSG00000204569,PPP1R10
NM_002715,5515,ENSG00000113575,PPP2CA
NM_002717,5520,ENSG00000221914,PPP2R2A
NM_002719,5527,ENSG00000078304,PPP2R5C
NM_002720,5531,ENSG00000149923,PPP4C
NM_002721,5537,ENSG00000119414,PPP6C
NM_002726,5550,ENSG00000085377,PREP
NM_002730,5566,ENSG00000288516,PRKACA
NM_002730,5566,ENSG00000072062,PRKACA
NM_002733,5571,ENSG00000181929,PRKAG1
NM_002734,5573,ENSG00000108946,PRKAR1A
NM_002745,5594,ENSG00000100030,MAPK1
NM_002748,5597,ENSG00000069956,MAPK6
NM_002752,5601,ENSG00000050748,MAPK9
NM_002755,5604,ENSG00000169032,MAP2K1
NM_002757,5607,ENSG00000137764,MAP2K5
NM_002764,5631,ENSG00000147224,PRPS1
NM_002766,5635,ENSG00000161542,PRPSAP1
NM_002768,5119,ENSG00000131165,CHMP1A
NM_002786,5682,ENSG00000129084,PSMA1
NM_002787,5683,ENSG00000106588,PSMA2
NM_002788,5684,ENSG00000100567,PSMA3
NM_002789,5685,ENSG00000041357,PSMA4
NM_002790,5686,ENSG00000143106,PSMA5
NM_002791,5687,ENSG00000100902,PSMA6
NM_002792,5688,ENSG00000101182,PSMA7
NM_002793,5689,ENSG00000008018,PSMB1
NM_002794,5690,ENSG00000126067,PSMB2
NM_002795,5691,ENSG00000275903,PSMB3
NM_002795,5691,ENSG00000277791,PSMB3
NM_002796,5692,ENSG00000159377,PSMB4
NM_002797,5693,ENSG00000100804,PSMB5
NM_002798,5694,ENSG00000142507,PSMB6
NM_002799,5695,ENSG00000136930,PSMB7
NM_002803,5701,ENSG00000161057,PSMC2
NM_002804,5702,ENSG00000165916,PSMC3
NM_002805,5705,ENSG00000087191,PSMC5
NM_002806,5706,ENSG00000100519,PSMC6
NM_002807,5707,ENSG00000173692,PSMD1
NM_002808,5708,ENSG00000175166,PSMD2
NM_002809,5709,ENSG00000108344,PSMD3
NM_002810,5710,ENSG00000159352,PSMD4
NM_002811,5713,ENSG00000103035,PSMD7
NM_002812,5714,ENSG00000099341,PSMD8
NM_002813,5715,ENSG00000110801,PSMD9
NM_002814,5716,ENSG00000101843,PSMD10
NM_002815,5717,ENSG00000108671,PSMD11
NM_002816,5718,ENSG00000197170,PSMD12
NM_002817,5719,ENSG00000185627,PSMD13
NM_002826,5768,ENSG00000116260,QSOX1
NM_002827,5770,ENSG00000196396,PTPN1
NM_002834,5781,ENSG00000179295,PTPN11
NM_002853,5810,ENSG00000113456,RAD1
NM_002857,5824,ENSG00000162735,PEX19
NM_002858,5825,ENSG00000117528,ABCD3
NM_002865,5862,ENSG00000104388,RAB2A
NM_002868,5869,ENSG00000111540,RAB5B
NM_002869,5870,ENSG00000175582,RAB6A
NM_002873,5884,ENSG00000276618,RAD17
NM_002873,5884,ENSG00000152942,RAD17
NM_002874,5887,ENSG00000119318,RAD23B
NM_002876,5889,ENSG00000108384,RAD51C
NM_002880,5894,ENSG00000132155,RAF1
NM_002882,5902,ENSG00000099901,RANBP1
NM_002883,5905,ENSG00000100401,RANGAP1
NM_002884,5906,ENSG00000116473,RAP1A
NM_002887,5917,ENSG00000113643,RARS1
NM_002893,5931,ENSG00000102054,RBBP7
NM_002896,5936,ENSG00000173933,RBM4
NM_002902,5955,ENSG00000117906,RCN2
NM_002904,7936,ENSG00000206268,NELFE
NM_002904,7936,ENSG00000233801,NELFE
NM_002904,7936,ENSG00000229363,NELFE
NM_002904,7936,ENSG00000206357,NELFE
NM_002904,7936,ENSG00000231044,NELFE
NM_002904,7936,ENSG00000204356,NELFE
NM_002906,5962,ENSG00000137710,RDX
NM_002911,5976,ENSG00000005007,UPF1
NM_002913,5981,ENSG00000035928,RFC1
NM_002914,5982,ENSG00000049541,RFC2
NM_002917,5986,ENSG00000169733,RFNG
NM_002931,6015,ENSG00000228520,RING1
NM_002931,6015,ENSG00000235107,RING1
NM_002931,6015,ENSG00000226788,RING1
NM_002931,6015,ENSG00000206287,RING1
NM_002931,6015,ENSG00000231115,RING1
NM_002931,6015,ENSG00000204227,RING1
NM_002936,246243,ENSG00000171865,RNASEH1
NM_002938,6047,ENSG00000063978,RNF4
NM_002939,6050,ENSG00000276230,RNH1
NM_002939,6050,ENSG00000023191,RNH1
NM_002940,6059,ENSG00000164163,ABCE1
NM_002946,6118,ENSG00000117748,RPA2
NM_002947,6119,ENSG00000106399,RPA3
NM_002949,6182,ENSG00000262814,MRPL12
NM_002950,6184,ENSG00000163902,RPN1
NM_002951,6185,ENSG00000118705,RPN2
NM_002957,6256,ENSG00000186350,RXRA
NM_002973,6311,ENSG00000204842,ATXN2
NM_003000,6390,ENSG00000117118,SDHB
NM_003001,6391,ENSG00000143252,SDHC
NM_003002,6392,ENSG00000204370,SDHD
NM_003011,6418,ENSG00000119335,SET
NM_003016,6427,ENSG00000161547,SRSF2
NM_003017,6428,ENSG00000112081,SRSF3
NM_003021,6449,ENSG00000104969,SGTA
NM_003031,6477,ENSG00000196470,SIAH1
NM_003070,6595,ENSG00000080503,SMARCA2
NM_003072,6597,ENSG00000127616,SMARCA4
NM_003073,6598,ENSG00000275837,SMARCB1
NM_003073,6598,ENSG00000099956,SMARCB1
NM_003079,6605,ENSG00000073584,SMARCE1
NM_003089,6625,ENSG00000104852,SNRNP70
NM_003091,6628,ENSG00000125835,SNRPB
NM_003092,6629,ENSG00000125870,SNRPB2
NM_003093,6631,ENSG00000124562,SNRPC
NM_003096,6637,ENSG00000143977,SNRPG
NM_003100,6643,ENSG00000205302,SNX2
NM_003115,6675,ENSG00000117143,UAP1
NM_003119,6687,ENSG00000197912,SPG7
NM_003132,6723,ENSG00000116649,SRM
NM_003133,6726,ENSG00000143742,SRP9
NM_003134,6727,ENSG00000140319,SRP14
NM_003135,6728,ENSG00000153037,SRP19
NM_003136,6729,ENSG00000100883,SRP54
NM_003139,6734,ENSG00000182934,SRPRA
NM_003142,6741,ENSG00000138385,SSB
NM_003143,6742,ENSG00000262771,SSBP1
NM_003143,6742,ENSG00000106028,SSBP1
NM_003144,6745,ENSG00000124783,SSR1
NM_003145,6746,ENSG00000163479,SSR2
NM_003146,6749,ENSG00000149136,SSRP1
NM_003150,6774,ENSG00000168610,STAT3
NM_003156,6786,ENSG00000167323,STIM1
NM_003157,6787,ENSG00000114904,NEK4
NM_003161,6198,ENSG00000108443,RPS6KB1
NM_003164,6811,ENSG00000162236,STX5
NM_003168,6827,ENSG00000213246,SUPT4H1
NM_003169,6829,ENSG00000196235,SUPT5H
NM_003170,6830,ENSG00000109111,SUPT6H
NM_003171,6832,ENSG00000156502,SUPV3L1
NM_003172,6834,ENSG00000280627,SURF1
NM_003172,6834,ENSG00000148290,SURF1
NM_003185,6874,ENSG00000280529,TAF4
NM_003185,6874,ENSG00000130699,TAF4
NM_003187,6880,ENSG00000276463,TAF9
NM_003187,6880,ENSG00000273841,TAF9
NM_003188,6885,ENSG00000135341,MAP3K7
NM_003190,6892,ENSG00000206281,TAPBP
NM_003190,6892,ENSG00000236490,TAPBP
NM_003190,6892,ENSG00000112493,TAPBP
NM_003190,6892,ENSG00000206208,TAPBP
NM_003190,6892,ENSG00000231925,TAPBP
NM_003192,6903,ENSG00000124659,TBCC
NM_003193,6905,ENSG00000282984,TBCE
NM_003193,6905,ENSG00000284770,TBCE
NM_003198,6924,ENSG00000011007,ELOA
NM_003201,7019,ENSG00000108064,TFAM
NM_003216,7008,ENSG00000167074,TEF
NM_003217,7009,ENSG00000139644,TMBIM6
NM_003224,10139,ENSG00000101246,ARFRP1
NM_003249,7064,ENSG00000172009,THOP1
NM_003252,7073,ENSG00000151923,TIAL1
NM_003262,7095,ENSG00000008952,SEC62
NM_003274,7109,ENSG00000160218,TRAPPC10
NM_003286,7150,ENSG00000198900,TOP1
NM_003288,7165,ENSG00000101150,TPD52L2
NM_003291,7174,ENSG00000134900,TPP2
NM_003297,7181,ENSG00000120798,NR2C1
NM_003309,7259,ENSG00000189241,TSPYL1
NM_003313,7264,ENSG00000278243,GFUS
NM_003313,7264,ENSG00000104522,GFUS
NM_003314,7265,ENSG00000113312,TTC1
NM_003315,7266,ENSG00000168259,DNAJC7
NM_003321,7284,ENSG00000178952,TUFM
NM_003330,7296,ENSG00000198431,TXNRD1
NM_003331,7297,ENSG00000105397,TYK2
NM_003333,7311,ENSG00000221983,UBA52
NM_003334,7317,ENSG00000130985,UBA1
NM_003336,7319,ENSG00000077721,UBE2A
NM_003337,7320,ENSG00000119048,UBE2B
NM_003339,7322,ENSG00000131508,UBE2D2
NM_003340,7323,ENSG00000109332,UBE2D3
NM_003341,7324,ENSG00000170142,UBE2E1
NM_003343,7327,ENSG00000184787,UBE2G2
NM_003344,7328,ENSG00000186591,UBE2H
NM_003345,7329,ENSG00000103275,UBE2I
NM_003347,7332,ENSG00000185651,UBE2L3
NM_003348,7334,ENSG00000177889,UBE2N
NM_003350,7336,ENSG00000169139,UBE2V2
NM_003352,7341,ENSG00000116030,SUMO1
NM_003362,7374,ENSG00000076248,UNG
NM_003363,7375,ENSG00000114316,USP4
NM_003365,7384,ENSG00000010256,UQCRC1
NM_003366,7385,ENSG00000140740,UQCRC2
NM_003367,7392,ENSG00000105698,USF2
NM_003372,7411,ENSG00000155959,VBP1
NM_003400,7514,ENSG00000082898,XPO1
NM_003403,7528,ENSG00000100811,YY1
NM_003404,7529,ENSG00000166913,YWHAB
NM_003409,7541,ENSG00000198081,ZBTB14
NM_003416,7553,ENSG00000147789,ZNF7
NM_003418,7555,ENSG00000169714,CNBP
NM_003421,7587,ENSG00000075407,ZNF37A
NM_003422,7593,ENSG00000099326,MZF1
NM_003427,7629,ENSG00000065029,ZNF76
NM_003430,7644,ENSG00000167232,ZNF91
NM_003432,7690,ENSG00000172262,ZNF131
NM_003435,7693,ENSG00000213762,ZNF134
NM_003439,7586,ENSG00000106261,ZKSCAN1
NM_003442,7702,ENSG00000166478,ZNF143
NM_003443,7709,ENSG00000116809,ZBTB17
NM_003449,7726,ENSG00000231002,TRIM26
NM_003449,7726,ENSG00000226060,TRIM26
NM_003449,7726,ENSG00000228881,TRIM26
NM_003449,7726,ENSG00000234046,TRIM26
NM_003449,7726,ENSG00000137313,TRIM26
NM_003449,7726,ENSG00000230230,TRIM26
NM_003449,7726,ENSG00000231641,TRIM26
NM_003449,7726,ENSG00000234127,TRIM26
NM_003450,7727,ENSG00000103343,ZNF174
NM_003453,7750,ENSG00000121741,ZMYM2
NM_003457,7756,ENSG00000010244,ZNF207
NM_003470,7874,ENSG00000187555,USP7
NM_003472,7913,ENSG00000124795,DEK
NM_003473,8027,ENSG00000136738,STAM
NM_003477,8050,ENSG00000110435,PDHX
NM_003478,8065,ENSG00000166266,CUL5
NM_003481,8078,ENSG00000111667,USP5
NM_003487,8148,ENSG00000276833,TAF15
NM_003487,8148,ENSG00000270647,TAF15
NM_003489,8204,ENSG00000180530,NRIP1
NM_003491,8260,ENSG00000102030,NAA10
NM_003492,8269,ENSG00000177854,TMEM187
NM_003501,8310,ENSG00000087008,ACOX3
NM_003502,8312,ENSG00000103126,AXIN1
NM_003526,8347,ENSG00000180596,H2BC4
NM_003557,8394,ENSG00000143398,PIP5K1A
NM_003562,8402,ENSG00000108528,SLC25A11
NM_003563,8405,ENSG00000121067,SPOP
NM_003565,8408,ENSG00000177169,ULK1
NM_003574,9218,ENSG00000101558,VAPA
NM_003584,8446,ENSG00000144048,DUSP11
NM_003587,8449,ENSG00000227222,DHX16
NM_003587,8449,ENSG00000226171,DHX16
NM_003587,8449,ENSG00000233049,DHX16
NM_003587,8449,ENSG00000233418,DHX16
NM_003587,8449,ENSG00000233561,DHX16
NM_003587,8449,ENSG00000206486,DHX16
NM_003587,8449,ENSG00000231377,DHX16
NM_003587,8449,ENSG00000204560,DHX16
NM_003588,8450,ENSG00000158290,CUL4B
NM_003589,8451,ENSG00000139842,CUL4A
NM_003591,8453,ENSG00000108094,CUL2
NM_003592,8454,ENSG00000055130,CUL1
NM_003595,8459,ENSG00000128294,TPST2
NM_003624,8498,ENSG00000031823,RANBP3
NM_003626,8500,ENSG00000131626,PPFIA1
NM_003642,8520,ENSG00000128708,HAT1
NM_003653,8533,ENSG00000141030,COPS3
NM_003659,8540,ENSG00000018510,AGPS
NM_003663,8545,ENSG00000163320,CGGBP1
NM_003664,8546,ENSG00000132842,AP3B1
NM_003666,8548,ENSG00000117475,BLZF1
NM_003668,8550,ENSG00000089022,MAPKAPK5
NM_003675,8559,ENSG00000165630,PRPF18
NM_003676,8560,ENSG00000143753,DEGS1
NM_003677,8562,ENSG00000139726,DENR
NM_003678,8563,ENSG00000100296,THOC5
NM_003680,8565,ENSG00000134684,YARS1
NM_003683,8568,ENSG00000160214,RRP1
NM_003684,8569,ENSG00000079277,MKNK1
NM_003685,8570,ENSG00000088247,KHSRP
NM_003689,8574,ENSG00000053371,AKR7A2
NM_003703,8602,ENSG00000087269,NOP14
NM_003707,8607,ENSG00000175792,RUVBL1
NM_003718,8621,ENSG00000065883,CDK13
NM_003721,8625,ENSG00000064490,RFXANK
NM_003729,8634,ENSG00000137996,RTCA
NM_003731,8636,ENSG00000176101,SSNA1
NM_003743,8648,ENSG00000084676,NCOA1
NM_003750,8661,ENSG00000107581,EIF3A
NM_003751,8662,ENSG00000106263,EIF3B
NM_003753,8664,ENSG00000100353,EIF3D
NM_003755,8666,ENSG00000130811,EIF3G
NM_003756,8667,ENSG00000147677,EIF3H
NM_003757,8668,ENSG00000084623,EIF3I
NM_003758,8669,ENSG00000104131,EIF3J
NM_003760,8672,ENSG00000075151,EIF4G3
NM_003765,8677,ENSG00000104915,STX10
NM_003766,8678,ENSG00000126581,BECN1
NM_003776,64976,ENSG00000185608,MRPL40
NM_003779,8703,ENSG00000158850,B4GALT3
NM_003791,8720,ENSG00000140943,MBTPS1
NM_003792,8721,ENSG00000107223,EDF1
NM_003794,8723,ENSG00000114520,SNX4
NM_003795,8724,ENSG00000112335,SNX3
NM_003796,8725,ENSG00000105176,URI1
NM_003797,8726,ENSG00000074266,EED
NM_003801,8733,ENSG00000197858,GPAA1
NM_003804,8737,ENSG00000137275,RIPK1
NM_003805,8738,ENSG00000169372,CRADD
NM_003818,8760,ENSG00000101290,CDS2
NM_003824,8772,ENSG00000168040,FADD
NM_003825,8773,ENSG00000092531,SNAP23
NM_003827,8775,ENSG00000105402,NAPA
NM_003828,8776,ENSG00000063601,MTMR1
NM_003831,8780,ENSG00000101782,RIOK3
NM_003838,8790,ENSG00000254685,FPGT
NM_003846,8799,ENSG00000131779,PEX11B
NM_003848,8801,ENSG00000172340,SUCLG2
NM_003849,8802,ENSG00000163541,SUCLG1
NM_003850,8803,ENSG00000136143,SUCLA2
NM_003851,8804,ENSG00000143162,CREG1
NM_003859,8813,ENSG00000000419,DPM1
NM_003860,8815,ENSG00000175334,BANF1
NM_003861,8816,ENSG00000139990,DCAF5
NM_003864,8819,ENSG00000164105,SAP30
NM_003883,8841,ENSG00000171720,HDAC3
NM_003884,8850,ENSG00000114166,KAT2B
NM_003901,8879,ENSG00000166224,SGPL1
NM_003902,8880,ENSG00000162613,FUBP1
NM_003903,8881,ENSG00000130177,CDC16
NM_003904,8882,ENSG00000109917,ZPR1
NM_003905,8883,ENSG00000159593,NAE1
NM_003906,8888,ENSG00000160294,MCM3AP
NM_003907,8893,ENSG00000145191,EIF2B5
NM_003908,8894,ENSG00000125977,EIF2S2
NM_003909,8895,ENSG00000085719,CPNE3
NM_003913,8899,ENSG00000112739,PRPF4B
NM_003915,8904,ENSG00000214078,CPNE1
NM_003925,8930,ENSG00000129071,MBD4
NM_003927,8932,ENSG00000134046,MBD2
NM_003938,8943,ENSG00000065000,AP3D1
NM_003945,8992,ENSG00000113732,ATP6V0E1
NM_003952,6199,ENSG00000175634,RPS6KB2
NM_003968,9039,ENSG00000144744,UBA3
NM_003969,9040,ENSG00000130725,UBE2M
NM_003971,9043,ENSG00000008294,SPAG9
NM_003973,9045,ENSG00000188846,RPL14
NM_003977,9049,ENSG00000110711,AIP
NM_003992,1198,ENSG00000179335,CLK3
NM_004035,51,ENSG00000161533,ACOX1
NM_004040,388,ENSG00000143878,RHOB
NM_004044,471,ENSG00000138363,ATIC
NM_004045,475,ENSG00000177556,ATOX1
NM_004046,498,ENSG00000152234,ATP5F1A
NM_004047,533,ENSG00000117410,ATP6V0B
NM_004060,900,ENSG00000113328,CCNG1
NM_004068,1173,ENSG00000161203,AP2M1
NM_004069,1175,ENSG00000042753,AP2S1
NM_004074,1351,ENSG00000176340,COX8A
NM_004087,1739,ENSG00000075711,DLG1
NM_004092,1892,ENSG00000127884,ECHS1
NM_004094,1965,ENSG00000134001,EIF2S1
NM_004099,2040,ENSG00000148175,STOM
NM_004109,2230,ENSG00000137714,FDX1
NM_004111,2237,ENSG00000168496,FEN1
NM_004127,2873,ENSG00000169727,GPS1
NM_004128,2963,ENSG00000188342,GTF2F2
NM_004134,3313,ENSG00000113013,HSPA9
NM_004135,3421,ENSG00000067829,IDH3G
NM_004136,3658,ENSG00000136381,IREB2
NM_004146,4713,ENSG00000099795,NDUFB7
NM_004148,4814,ENSG00000131669,NINJ1
NM_004152,4946,ENSG00000104904,OAZ1
NM_004161,5861,ENSG00000138069,RAB1A
NM_004162,5868,ENSG00000144566,RAB5A
NM_004168,6389,ENSG00000073578,SDHA
NM_004175,6634,ENSG00000100028,SNRPD3
NM_004180,10010,ENSG00000136560,TANK
NM_004182,8409,ENSG00000126756,UXT
NM_004187,8242,ENSG00000126012,KDM5C
NM_004193,8729,ENSG00000107862,GBF1
NM_004206,9117,ENSG00000093183,SEC22C
NM_004214,9158,ENSG00000172500,FIBP
NM_004215,9166,ENSG00000147654,EBAG9
NM_004218,9230,ENSG00000185236,RAB11B
NM_004229,9282,ENSG00000180182,MED14
NM_004231,9296,ENSG00000128524,ATP6V1F
NM_004232,9306,ENSG00000170677,SOCS6
NM_004236,9318,ENSG00000166200,COPS2
NM_004238,9320,ENSG00000153827,TRIP12
NM_004242,9324,ENSG00000118418,HMGN3
NM_004247,9343,ENSG00000108883,EFTUD2
NM_004251,9367,ENSG00000123595,RAB9A
NM_004264,9412,ENSG00000152944,MED21
NM_004270,9443,ENSG00000155868,MED7
NM_004275,9477,ENSG00000124641,MED20
NM_004279,9512,ENSG00000105819,PMPCB
NM_004280,9521,ENSG00000124802,EEF1E1
NM_004284,9557,ENSG00000131778,CHD1L
NM_004287,9570,ENSG00000108433,GOSR2
NM_004290,9604,ENSG00000013561,RNF14
NM_004299,22,ENSG00000131269,ABCB7
NM_004300,52,ENSG00000143727,ACP1
NM_004302,91,ENSG00000135503,ACVR1B
NM_004309,396,ENSG00000141522,ARHGDIA
NM_004317,439,ENSG00000198356,GET3
NM_004322,572,ENSG00000002330,BAD
NM_004323,573,ENSG00000107262,BAG1
NM_004328,617,ENSG00000074582,BCS1L
NM_004330,663,ENSG00000140299,BNIP2
NM_004337,734,ENSG00000164823,OSGIN2
NM_004343,811,ENSG00000179218,CALR
NM_004346,836,ENSG00000164305,CASP3
NM_004356,975,ENSG00000110651,CD81
NM_004371,1314,ENSG00000122218,COPA
NM_004374,1345,ENSG00000164919,COX6C
NM_004375,1353,ENSG00000166260,COX11
NM_004376,1355,ENSG00000014919,COX15
NM_004384,1456,ENSG00000151292,CSNK1G3
NM_004393,1605,ENSG00000173402,DAG1
NM_004398,1662,ENSG00000178105,DDX10
NM_004401,1676,ENSG00000160049,DFFA
NM_004414,1827,ENSG00000159200,RCAN1
NM_004423,1857,ENSG00000161202,DVL3
NM_004424,1877,ENSG00000167967,E4F1
NM_004427,1912,ENSG00000134686,PHC2
NM_004435,2021,ENSG00000167136,ENDOG
NM_004436,2029,ENSG00000143420,ENSA
NM_004446,2058,ENSG00000136628,EPRS1
NM_004450,2079,ENSG00000100632,ERH
NM_004457,2181,ENSG00000123983,ACSL3
NM_004459,2186,ENSG00000171634,BPTF
NM_004461,2193,ENSG00000179115,FARSA
NM_004462,2222,ENSG00000284967,FDFT1
NM_004462,2222,ENSG00000079459,FDFT1
NM_004475,2319,ENSG00000132589,FLOT2
NM_004481,2590,ENSG00000143641,GALNT2
NM_004486,2801,ENSG00000167110,GOLGA2
NM_004487,2804,ENSG00000173230,GOLGB1
NM_004489,2874,ENSG00000288325,GPS2
NM_004489,2874,ENSG00000132522,GPS2
NM_004491,2909,ENSG00000160007,ARHGAP35
NM_004493,3028,ENSG00000072506,HSD17B10
NM_004494,3068,ENSG00000143321,HDGF
NM_004499,3182,ENSG00000197451,HNRNPAB
NM_004500,3183,ENSG00000092199,HNRNPC
NM_004501,3192,ENSG00000153187,HNRNPU
NM_004504,3267,ENSG00000173744,AGFG1
NM_004507,3364,ENSG00000136273,HUS1
NM_004508,3422,ENSG00000067064,IDI1
NM_004514,3607,ENSG00000141568,FOXK2
NM_004515,3608,ENSG00000143621,ILF2
NM_004528,4259,ENSG00000143198,MGST3
NM_004539,4677,ENSG00000134440,NARS1
NM_004542,4696,ENSG00000273642,NDUFA3
NM_004542,4696,ENSG00000275724,NDUFA3
NM_004542,4696,ENSG00000276061,NDUFA3
NM_004542,4696,ENSG00000278365,NDUFA3
NM_004542,4696,ENSG00000276766,NDUFA3
NM_004542,4696,ENSG00000276220,NDUFA3
NM_004542,4696,ENSG00000277722,NDUFA3
NM_004542,4696,ENSG00000274359,NDUFA3
NM_004542,4696,ENSG00000275605,NDUFA3
NM_004542,4696,ENSG00000170906,NDUFA3
NM_004544,4705,ENSG00000130414,NDUFA10
NM_004546,4708,ENSG00000090266,NDUFB2
NM_004547,4710,ENSG00000065518,NDUFB4
NM_004548,4716,ENSG00000140990,NDUFB10
NM_004549,4718,ENSG00000151366,NDUFC2
NM_004550,4720,ENSG00000158864,NDUFS2
NM_004551,4722,ENSG00000285387,NDUFS3
NM_004551,4722,ENSG00000213619,NDUFS3
NM_004552,4725,ENSG00000168653,NDUFS5
NM_004553,4726,ENSG00000145494,NDUFS6
NM_004565,5195,ENSG00000142655,PEX14
NM_004568,5269,ENSG00000124570,SERPINB6
NM_004569,5283,ENSG00000100564,PIGH
NM_004578,5867,ENSG00000168118,RAB4A
NM_004581,5875,ENSG00000285193,RABGGTA
NM_004581,5875,ENSG00000100949,RABGGTA
NM_004582,5876,ENSG00000137955,RABGGTB
NM_004583,5878,ENSG00000108774,RAB5C
NM_004586,6197,ENSG00000177189,RPS6KA3
NM_004589,6341,ENSG00000133028,SCO1
NM_004592,6433,ENSG00000061936,SFSWAP
NM_004593,6434,ENSG00000136527,TRA2B
NM_004596,6626,ENSG00000077312,SNRPA
NM_004597,6633,ENSG00000125743,SNRPD2
NM_004599,6721,ENSG00000198911,SREBF2
NM_004602,6780,ENSG00000124214,STAU1
NM_004604,6810,ENSG00000103496,STX4
NM_004607,6902,ENSG00000171530,TBCA
NM_004620,7189,ENSG00000175104,TRAF6
NM_004622,7247,ENSG00000211460,TSN
NM_004623,7268,ENSG00000243725,TTC4
NM_004627,7485,ENSG00000182093,GET1
NM_004630,7536,ENSG00000168066,SF1
NM_004632,7818,ENSG00000132676,DAP3
NM_004634,7862,ENSG00000156983,BRPF1
NM_004637,7879,ENSG00000075785,RAB7A
NM_004638,7916,ENSG00000231370,PRRC2A
NM_004638,7916,ENSG00000226618,PRRC2A
NM_004638,7916,ENSG00000206427,PRRC2A
NM_004638,7916,ENSG00000231825,PRRC2A
NM_004638,7916,ENSG00000225748,PRRC2A
NM_004638,7916,ENSG00000225164,PRRC2A
NM_004638,7916,ENSG00000204469,PRRC2A
NM_004640,7919,ENSG00000237889,DDX39B
NM_004640,7919,ENSG00000235439,DDX39B
NM_004640,7919,ENSG00000225859,DDX39B
NM_004640,7919,ENSG00000225073,DDX39B
NM_004640,7919,ENSG00000230624,DDX39B
NM_004640,7919,ENSG00000215425,DDX39B
NM_004640,7919,ENSG00000229496,DDX39B
NM_004640,7919,ENSG00000198563,DDX39B
