Ensembl,EntrezGene,ProbeSetID,WTaverage,KOaverage,FoldChange,StudentTTEST,GeneSymbol
ENSMUSG00000020908,17883,1427115_at,206.760656,96.5404102,-2.14170061605974,8.9032954025861908e-06,Myh3
ENSMUSG00000030074,232313,1444302_at,87.164958,40.704173,-2.14142559781278,1.74050210970712e-5,Gxylt2
ENSMUSG00000079057,102294,1417071_s_at,268.554266,125.472844,-2.1403377610537,4.98832948810883e-6,Cyp4v3
ENSMUSG00000020674,69675,1428259_at,654.549472,305.874512,-2.13992812843458,0.001215749321656,Pxdn
ENSMUSG00000032854,22239,1419063_at,137.587464,64.4056122,-2.13626513746577,5.3362672275e-4,Ugt8a
ENSMUSG00000054003,74691,1453357_at,85.0401384,39.822991,-2.1354533214243,7.3102922969e-4,Tdrd9
ENSMUSG00000030470,13009,1460318_at,112.4655178,52.6904942,-2.1344555504283,4.84223674315e-4,Csrp3
ENSMUSG00000019772,22353,1428664_at,262.481986,123.3718878,-2.12756723335152,0.006843192832206,Vip
ENSMUSG00000044244,213208,1437876_at,332.139508,156.275972,-2.12533957555548,4.54075940784e-4,Il20rb
ENSMUSG00000029755,13395,1449863_a_at,103.161712,48.544276,-2.12510558402395,0.00133943714719,Dlx5
ENSMUSG00000039246,226791,1451490_at,287.313334,135.293926,-2.12362330294118,8.27754525059764e-5,Lyplal1
ENSMUSG00000010796,74068,1424939_at,74.646508,35.165169,-2.12273991915125,0.007176883536561,Asz1
ENSMUSG00000032715,228775,1456225_x_at,64.709034,30.5416636,-2.11871346785445,0.003126028091022,Trib3
ENSMUSG00000074195,99709,1439796_at,122.657068,57.965396,-2.11603950743302,0.005762508876212,AI747448
ENSMUSG00000042784,17829,1449199_at,891.46038,421.94065,-2.11276249396686,3.61452768414067e-5,Muc1
ENSMUSG00000042414,383491,1444390_at,208.761732,98.9557248,-2.10964784929755,0.009768288479974,Prdm14
ENSMUSG00000034427,217328,1435979_a_at,75.63762,35.9413868,-2.10447138339136,7.83890718803e-4,Myo15b
ENSMUSG00000047766,102747,1451173_at,35.2298026,16.7500811,-2.10326161346168,0.03630945060486,Lrrc49
NA,627427,1456471_x_at,847.553458,404.63426,-2.09461615533989,0.001349622050069,Gm6756///Phgdh
ENSMUSG00000022780,30060,1419755_at,188.765434,90.257222,-2.09141639657378,5.7818185692e-4,Mfi2
ENSMUSG00000026532,20739,1421278_s_at,63.7641876,30.501842,-2.09050284897548,1.26348024164172e-6,Spna1
ENSMUSG00000026141,12823,1421698_a_at,178.90814,85.797445,-2.08523855226691,1.31698070253e-4,Col19a1
ENSMUSG00000022304,64705,1436291_a_at,36.5380064,17.5462228,-2.0823858682565,0.001036315079411,Dpys
ENSMUSG00000024778,14102,1460251_at,901.821626,433.436146,-2.08063317820291,1.84790674194918e-5,Fas
ENSMUSG00000016239,74365,1436200_at,122.137518,58.7359908,-2.07943232652508,1.67365535570813e-5,Lonrf3
ENSMUSG00000078520,242711,1435012_x_at,581.037044,279.709964,-2.07728403983492,1.92431912482997e-5,Cela3b///Gm13011
ENSMUSG00000023433,67868,1435012_x_at,581.037044,279.709964,-2.07728403983492,1.92431912482997e-5,Cela3b///Gm13011
ENSMUSG00000021696,74559,1424097_at,623.56536,300.246262,-2.07684637219563,4.21529461751e-4,Elovl7
ENSMUSG00000066584,233099,1425032_at,20.8780754,10.0550966,-2.07636746125343,0.009231965139849,Abpb
ENSMUSG00000085427,76218,1431356_at,116.64957,56.3407906,-2.07042834787625,0.004096887896912,6430710C18Rik
ENSMUSG00000004105,26360,1421002_at,73.9918434,35.7577092,-2.06925569493697,0.002236648136122,Angptl2
ENSMUSG00000041857,170834,1418531_at,173.28575,84.2332846,-2.05721231010859,0.007898525491085,Oosp1
NA,624295,1427514_at,2640.84038,1284.84492,-2.05537675317267,1.05309533777e-4,LOC624295
ENSMUSG00000039131,54120,1417178_at,504.684218,245.84059,-2.05289215259368,0.002398113356479,Gipc2
ENSMUSG00000020051,18478,1454638_a_at,784.76637,382.434804,-2.05202654620315,1.19140456643166e-5,Pah
ENSMUSG00000010601,75761,1429272_a_at,374.660856,182.6941128,-2.05075494912171,3.40010145535e-4,Apol7a///Apol7c///Gm8221
NA,664787,1435660_at,156.5993328,76.3872068,-2.05007277213336,0.008059381891853,LOC664787
ENSMUSG00000051065,239796,1439014_at,147.31304600000001,71.8700764,-2.04971322390302,5.92553727663411e-5,1600021P15Rik
ENSMUSG00000038217,380712,1432282_a_at,338.116582,165.040038,-2.04869428108105,1.84079119843127e-6,Tlcd2
ENSMUSG00000023914,17287,1450719_at,610.003662,297.775816,-2.04853325630715,1.26816337959071e-5,Mep1a
ENSMUSG00000066512,16622,1419010_x_at,193.56764,94.54534,-2.04735251890786,2.57794967112436e-5,Klk1b5
ENSMUSG00000026344,72585,1431569_a_at,85.1814972,41.6355832,-2.04588216744374,0.003182796599137,Lypd1
ENSMUSG00000046323,73708,1424295_at,1166.14556,570.5053,-2.04405736458539,0.006983368182173,Dppa3
ENSMUSG00000079432,100040635,1449962_at,103.8303972,50.999426,-2.03591305517831,0.002027107273428,AV320801///Gm15023///Gm5128///Gm7903///Pramel3
ENSMUSG00000094004,331529,1449962_at,103.8303972,50.999426,-2.03591305517831,0.002027107273428,AV320801///Gm15023///Gm5128///Gm7903///Pramel3
ENSMUSG00000054994,331531,1449962_at,103.8303972,50.999426,-2.03591305517831,0.002027107273428,AV320801///Gm15023///Gm5128///Gm7903///Pramel3
ENSMUSG00000096508,666040,1449962_at,103.8303972,50.999426,-2.03591305517831,0.002027107273428,AV320801///Gm15023///Gm5128///Gm7903///Pramel3
ENSMUSG00000067360,83565,1449962_at,103.8303972,50.999426,-2.03591305517831,0.002027107273428,AV320801///Gm15023///Gm5128///Gm7903///Pramel3
ENSMUSG00000027669,14696,1419469_at,854.96758,420.740052,-2.03205655353201,0.004948913677529,Gnb4
ENSMUSG00000038244,100504195,1429032_at,37.2819544,18.3550414,-2.03115610515594,2.10670605342e-4,Micalcl
ENSMUSG00000032216,17999,1421955_a_at,1566.1435,771.15434,-2.03090797621654,0.032923271389504,Nedd4
ENSMUSG00000057465,20209,1449326_x_at,711.721338,350.495516,-2.03061467411184,9.20796706201713e-5,Saa2
ENSMUSG00000040569,208890,1436279_at,34.743988,17.1199724,-2.02944182316556,3.14288746972e-4,Slc26a7
ENSMUSG00000033308,99586,1427946_s_at,276.545374,136.329404,-2.02850864073315,6.08258573648766e-5,Dpyd
ENSMUSG00000056752,237806,1457401_at,241.22576,118.921106,-2.02845203945547,6.14077795850469e-7,Dnahc9
ENSMUSG00000028527,11639,1450387_s_at,213.205314,105.2364328,-2.02596485197472,3.34995908998e-4,Ak4
ENSMUSG00000027556,12346,1416193_at,130.313786,64.4308968,-2.02253565404354,2.80015962974e-4,Car1
ENSMUSG00000025185,67573,1421153_at,51.5131706,25.472618400000002,-2.02229585475202,0.0038617397898920002,Loxl4
ENSMUSG00000019874,12140,1450779_at,295.893458,146.472284,-2.02013275084862,3.36911724681146e-5,Fabp7
ENSMUSG00000020086,404634,1421612_a_at,195.149044,96.6408012,-2.01932353185002,5.74721039993e-4,H2afy2///H2afy3
NA,67552,1421612_a_at,195.149044,96.6408012,-2.01932353185002,5.74721039993e-4,H2afy2///H2afy3
ENSMUSG00000024979,21684,1430912_a_at,190.237818,94.302749,-2.01730935754588,9.11603496088e-4,Tectb
ENSMUSG00000058396,11536,1418554_at,75.549751,37.522431,-2.01345565803026,3.39851858176632e-5,Gpr182
ENSMUSG00000041538,15002,1440837_at,413.859584,206.065198,-2.00839146064829,9.1477438861e-4,H2-Ob
NA,75500,1443839_at,18.2208338,9.0806512,-2.00655585141295,0.002446749130159,1700010H22Rik
ENSMUSG00000037798,11720,1423147_at,92.0891568,46.015064,-2.00128281468869,1.09079755702e-4,Mat1a
