Ensembl,gene_symbol,Aire_pos_TEC,Aire_ko_TEC,fold_change,FDR_BH
ENSMUSG00000000003,Pbsn,5.75716827744,0,0,0.0323557612633
ENSMUSG00000000215,Ins2,472.206074457,0,0,1.68587683141e-35
ENSMUSG00000000606,Vmn2r88,4.80301639968,0,0,0.0309859967408
ENSMUSG00000001815,Evx2,12.9724452139,0,0,3.96326806667e-5
ENSMUSG00000001819,Hoxd13,8.16405264576,0,0,0.0122664018304
ENSMUSG00000001865,Cpa3,16.2743436067,0,0,4.86930643117e-4
ENSMUSG00000002190,Clgn,42.2945003933,0,0,1.18460870372e-12
ENSMUSG00000002240,4930432K09Rik,5.74641594048,0,0,0.024452451237
ENSMUSG00000004344,Gpx5,13.4280164789,0,0,2.33533908869e-5
ENSMUSG00000004613,Lim2,11.4874557125,0,0,1.39310931052e-4
ENSMUSG00000005891,Prl4a1,8.64650475312,0,0,0.00306624138728
ENSMUSG00000005892,Trh,287.006409195,0,0,1.35022007523e-25
ENSMUSG00000005994,Tyrp1,56.6390355706,0,0,4.45579855375e-17
ENSMUSG00000007209,Ceacam9,164.658519047,0,0,5.54798809923e-32
ENSMUSG00000007457,2310003L06Rik,20.160841308,0,0,1.82471086827e-7
ENSMUSG00000007805,Twist2,8.64112858464,0,0,0.00133097911229
ENSMUSG00000008590,Htr3b,16.2904721122,0,0,2.85542054871e-5
ENSMUSG00000008874,Clec3a,46.518293653,0,0,4.42623634108e-8
ENSMUSG00000010435,Spaca7,35.9473566389,0,0,7.73965614209e-12
ENSMUSG00000012042,4930579F01Rik,6.7113201552,0,0,0.00605949740998
ENSMUSG00000012520,Phox2b,27.3223565597,0,0,1.09805984496e-9
ENSMUSG00000014542,Clec4f,634.414699788,0,0,8.82479815776e-64
ENSMUSG00000015001,Oc90,67.6494153442,0,0,1.02044447758e-11
ENSMUSG00000015441,Gzmf,50.3510296695,0,0,6.48861219047e-16
ENSMUSG00000015443,Gzmn,15.3739534138,0,0,2.04085486011e-4
ENSMUSG00000016458,Wt1,28.2765084375,0,0,1.81159906273e-9
ENSMUSG00000016626,Nlrp14,24.4760294318,0,0,3.62590963726e-9
ENSMUSG00000016998,Svs4,131.50910402,0,0,1.01164679335e-32
ENSMUSG00000017003,Svs3a,6.72207249216,0,0,0.00609861704406
ENSMUSG00000017004,Svs5,24.9047198544,0,0,1.0084210009e-6
ENSMUSG00000017310,Spint4,6.24499655328,0,0,0.00922498459859
ENSMUSG00000017316,Ppy,622.894987064,0,0,8.28380183318e-24
ENSMUSG00000017733,Spinlw1,5.28009233856,0,0,0.0206182114347
ENSMUSG00000017817,Jph2,51.814514497,0,0,5.19766003649e-8
ENSMUSG00000017922,Prl3c1,6.69519164977,0,0,0.00601420914822
ENSMUSG00000019772,Vip,284.974453565,0,0,1.66215382831e-58
ENSMUSG00000019905,Gprc6a,44.1705471379,0,0,3.34357383875e-14
ENSMUSG00000019909,Fam162b,55.6580028504,0,0,1.3040931576e-16
ENSMUSG00000019933,2310015B20Rik,6.7113201552,0,0,0.0174174230694
ENSMUSG00000020090,Npffr1,19.6568845267,0,0,3.19737889818e-7
ENSMUSG00000020125,Elane,6.72744866064,0,0,0.0132125649626
ENSMUSG00000020229,Slc5a4a,20.1285842971,0,0,2.04251004435e-7
ENSMUSG00000020428,Gabra6,16.789052725,0,0,6.79928018954e-6
ENSMUSG00000020562,Efcab10,24.4760294318,0,0,1.5104819404e-6
ENSMUSG00000020583,Matn3,71.5359130454,0,0,3.77791040614e-21
ENSMUSG00000020591,Ntsr2,15.8510293526,0,0,0.00187651960606
ENSMUSG00000020636,Allc,11.0318844475,0,0,1.43500120614e-4
ENSMUSG00000020686,Gas2l2,52.3077189413,0,0,1.44680883376e-16
ENSMUSG00000020703,5530401A14Rik,5.28009233856,0,0,0.0206846514126
ENSMUSG00000020805,Slc13a5,62.3316898263,0,0,6.27692958799e-10
ENSMUSG00000020945,Lyzl6,7.6816005384,0,0,0.0121819002846
ENSMUSG00000021081,Serpina1f,5.75716827744,0,0,0.0133737506606
ENSMUSG00000021095,Gsc,10.0723564013,0,0,3.8507150944e-4
ENSMUSG00000021439,Ctsq,31.6859301998,0,0,1.97016230454e-7
ENSMUSG00000021440,Cts7,14.8699966325,0,0,8.24978411242e-6
ENSMUSG00000021441,Cts6,42.7446954898,0,0,6.41222528544e-13
ENSMUSG00000021538,Il9,197.781053232,0,0,2.47189294214e-42
ENSMUSG00000021647,Cartpt,75.7973394845,0,0,4.82106733309e-21
ENSMUSG00000021848,Otx2,13.9050924178,0,0,1.40939347902e-5
ENSMUSG00000022044,Stmn4,26.4112140298,0,0,8.94707410377e-9
ENSMUSG00000022155,Heatr7b2,6.2396203848,0,0,0.00926570851193
ENSMUSG00000022156,Gzme,12.9348120346,0,0,0.00297366522318
ENSMUSG00000022157,Mcpt8,45.1462036896,0,0,5.90740889143e-10
ENSMUSG00000022225,Cma1,249.053977768,0,0,2.63840187907e-35
ENSMUSG00000022226,Mcpt2,315.331303149,0,0,7.19652724247e-29
ENSMUSG00000022227,Mcpt1,310.31324001,0,0,6.81270771638e-49
ENSMUSG00000022303,Dcstamp,41.2758344938,0,0,1.64979912435e-13
ENSMUSG00000022347,A1bg,19.6461321898,0,0,1.0969429566e-6
ENSMUSG00000022431,Ribc2,13.9104685862,0,0,2.75602243408e-4
ENSMUSG00000022650,Retnlb,129.043081798,0,0,3.9536869746e-15
ENSMUSG00000022651,Retnlg,32.1199967909,0,0,2.21684990411e-8
ENSMUSG00000022877,Hrg,11.5250888918,0,0,1.30113017547e-4
ENSMUSG00000023093,Gm7257,77.8561759574,0,0,3.13196504826e-10
ENSMUSG00000023192,Grm2,134.317797968,0,0,8.66679818079e-34
ENSMUSG00000023257,Cypt1,6.22349187937,0,0,0.0141254386296
ENSMUSG00000023263,9530002B09Rik,11.5089603864,0,0,1.16041668834e-4
ENSMUSG00000023279,Bmp15,11.9860363253,0,0,7.74280812122e-5
ENSMUSG00000023802,Nox3,5.75179210896,0,0,0.0139992078636
ENSMUSG00000023943,Sult1c1,74.8861969546,0,0,2.06765993005e-18
ENSMUSG00000023982,Guca1a,42.6533006256,0,0,1.78075184802e-11
ENSMUSG00000023993,Treml1,59.9785671427,0,0,1.15142346635e-17
ENSMUSG00000024107,Lhcgr,14.8699966325,0,0,1.12896285597e-5
ENSMUSG00000024116,Prss21,12.0021648307,0,0,1.0342856606e-4
ENSMUSG00000024154,Gtf2a1l,6.24499655328,0,0,0.00907579712606
ENSMUSG00000024245,Tmem178,25.8803764061,0,0,3.15646710027e-9
ENSMUSG00000024481,4833403I15Rik,30.6726404688,0,0,2.75060059212e-10
ENSMUSG00000024512,2310002L13Rik,11.9806601568,0,0,7.8947434535e-5
ENSMUSG00000024565,Sall3,15.8295246787,0,0,3.72418282797e-6
ENSMUSG00000024650,Slc22a6,15.3470725714,0,0,9.50808303835e-6
ENSMUSG00000024680,Ms4a2,186.743792616,0,0,4.29852654223e-30
ENSMUSG00000024694,Keg1,16.3281052915,0,0,4.43583016253e-4
ENSMUSG00000024768,Lipf,140.214746626,0,0,5.89103721314e-29
ENSMUSG00000024979,Tectb,298.016788969,0,0,1.30527987577e-59
ENSMUSG00000025003,Cyp2c39,8.63575241616,0,0,0.00114413878689
ENSMUSG00000025090,1700011F14Rik,4.31518812384,0,0,0.0469188680259
ENSMUSG00000025389,Mip,240.509620216,0,0,3.43291984418e-46
ENSMUSG00000025405,Inhbc,7.66547203296,0,0,0.00260080836781
ENSMUSG00000025528,2010106E10Rik,25.4355574781,0,0,4.54294008294e-9
ENSMUSG00000025929,Il17a,18.7081088174,0,0,1.92492829475e-5
ENSMUSG00000025952,Crygc,18.7081088174,0,0,5.12276830916e-7
ENSMUSG00000026125,Prss39,10.5440561717,0,0,0.00147240858874
ENSMUSG00000026182,Tnp1,7.20452459952,0,0,0.0123002975199
ENSMUSG00000026246,Alppl2,714.130793984,0,0,4.13574162868e-38
ENSMUSG00000026420,Il24,196.740882659,0,0,2.80302291025e-43
ENSMUSG00000026531,1810030J14Rik,13.9158447547,0,0,9.50582942456e-4
ENSMUSG00000026560,Fmo9,8.17480498272,0,0,0.00188208565617
ENSMUSG00000026882,4930568D16Rik,27.7994324986,0,0,5.9896742827e-10
ENSMUSG00000026919,Lcn4,51.369695569,0,0,4.21398401527e-15
ENSMUSG00000026936,Lcn3,323.88103687,0,0,4.68582899371e-54
ENSMUSG00000026937,Lcn5,12.0129171677,0,0,9.08845014696e-5
ENSMUSG00000027335,Adra1d,15.8349008472,0,0,5.08594129971e-6
ENSMUSG00000027416,Otor,46.1057317358,0,0,6.71707822516e-7
ENSMUSG00000027442,Cst8,143.88082142,0,0,6.24739298452e-19
ENSMUSG00000027443,Cst12,24.4491485894,0,0,1.26941318674e-6
ENSMUSG00000027444,8030411F24Rik,7.18839609408,0,0,0.00403562040188
ENSMUSG00000027445,Cst9,121.90307122,0,0,1.33031555001e-18
ENSMUSG00000027468,Defb22,33.6372433032,0,0,6.60705566831e-9
ENSMUSG00000027517,Ankrd60,9.11820452352,0,0,9.70110381555e-4
ENSMUSG00000027556,Car1,223.629172627,0,0,5.17620356266e-36
ENSMUSG00000027596,a,34.6021475179,0,0,9.98161866692e-9
ENSMUSG00000027656,Wisp2,65.2962926606,0,0,9.29686432086e-18
ENSMUSG00000027832,Ptx3,98.3596889923,0,0,1.51102656224e-26
ENSMUSG00000027871,Hsd3b1,106.073546542,0,0,4.17209411874e-28
ENSMUSG00000027923,Lce1b,21.1042408488,0,0,9.32772807028e-8
ENSMUSG00000027966,Col11a1,142.937421879,0,0,7.58415483044e-36
ENSMUSG00000027996,Sfrp2,40.310930279,0,0,2.85621032626e-9
ENSMUSG00000028001,Fga,458.960847706,0,0,3.18468885279e-32
ENSMUSG00000028174,Rpe65,10.0616040643,0,0,0.00314584697481
ENSMUSG00000028259,Fhl5,11.4982080494,0,0,3.19849359457e-4
ENSMUSG00000028310,Ppp3r2,13.4387688158,0,0,3.14705759701e-5
ENSMUSG00000028584,Lrrc38,7.67622436992,0,0,0.00432747030505
ENSMUSG00000028589,1700012P22Rik,6.70056781825,0,0,0.00562922574159
ENSMUSG00000028747,Htr6,9.60603279936,0,0,0.00851469047875
ENSMUSG00000029155,Spata18,89.7992029349,0,0,2.04820783474e-13
ENSMUSG00000029158,Yipf7,7.67084820144,0,0,0.00278397320991
ENSMUSG00000029182,1700001C02Rik,21.6404546409,0,0,7.93642706295e-5
ENSMUSG00000029236,Nmu,67.1400823944,0,0,7.85145555125e-15
ENSMUSG00000029281,Smr2,5.27471617008,0,0,0.022954978376
ENSMUSG00000029286,Enam,69.0698908239,0,0,3.04246035861e-21
ENSMUSG00000029288,Ambn,78.6920521286,0,0,2.30981876968e-16
ENSMUSG00000029451,Gm13103,35.0738472883,0,0,3.78396456251e-10
ENSMUSG00000029660,4930588N13Rik,6.70594398672,0,0,0.00686886661327
ENSMUSG00000029685,Asb15,25.4355574781,0,0,5.93291207896e-9
ENSMUSG00000029885,Moxd2,124.347588768,0,0,1.10580654547e-31
ENSMUSG00000030046,Bmp10,10.0669802328,0,0,3.38711991201e-4
ENSMUSG00000030049,Gkn2,204.460116376,0,0,1.19109273393e-30
ENSMUSG00000030050,Gkn1,271.659336624,0,0,5.16707484149e-30
ENSMUSG00000030092,Cntn6,9.13970919743,0,0,6.81399809571e-4
ENSMUSG00000030167,Klrc1,8.6518809216,0,0,0.00123593941152
ENSMUSG00000030307,Slc6a11,156.944661498,0,0,7.15833221397e-21
ENSMUSG00000030310,Slc6a1,142.535612299,0,0,2.72470484834e-35
ENSMUSG00000030351,Tspan11,30.6887689742,0,0,6.28615159342e-8
ENSMUSG00000030368,Ceacam11,40.2948017736,0,0,2.47612317623e-13
ENSMUSG00000030865,2010110P09Rik,92.6509062312,0,0,6.578109239e-16
ENSMUSG00000030976,4930404H21Rik,12.0182933362,0,0,0.00553117226287
ENSMUSG00000031085,Gm498,7.67622436992,0,0,0.00282192181786
ENSMUSG00000031130,Brs3,19.2228179357,0,0,1.77549386635e-5
ENSMUSG00000031160,Eras,4.30981195536,0,0,0.0468612303287
ENSMUSG00000031241,Tbx22,16.3012244491,0,0,2.57442105603e-6
ENSMUSG00000031411,Prame,6.25574889023,0,0,0.0114752688337
ENSMUSG00000031491,Chrna6,44.6099898974,0,0,1.49578053549e-14
ENSMUSG00000031512,1700018L24Rik,13.9158447547,0,0,2.0854763924e-5
ENSMUSG00000031552,Adam18,9.123580692,0,0,8.9868895946e-4
ENSMUSG00000031553,Adam3,9.11820452352,0,0,0.0401888979151
ENSMUSG00000031610,Scrg1,31.6375446835,0,0,2.52079757404e-6
ENSMUSG00000031966,Glb1l3,21.5813167877,0,0,4.44109144801e-8
ENSMUSG00000032271,Nnmt,50.8496102822,0,0,2.97089904131e-14
ENSMUSG00000032310,Cyp1a2,1135.68337028,0,0,3.59751199883e-89
ENSMUSG00000032758,Kap,62.4768463752,0,0,6.02106994075e-12
ENSMUSG00000032808,Cyp2c38,10.5494323402,0,0,3.16839217943e-4
ENSMUSG00000032894,1700031F05Rik,101.71534907,0,0,7.08126657596e-15
ENSMUSG00000032948,Lipi,5.76254444592,0,0,0.0134996852876
ENSMUSG00000033044,Dhrs7c,15.3793295822,0,0,6.0563103812e-6
ENSMUSG00000033122,Hsd17b3,165.173228165,0,0,1.24077150375e-30
ENSMUSG00000033156,Cst10,191.005219055,0,0,3.60648691425e-18
ENSMUSG00000033219,Gm9758,11.048012953,0,0,0.00103780072307
ENSMUSG00000033633,Clec18a,32.1361252963,0,0,5.31881922095e-7
ENSMUSG00000034028,Cd226,22.1121544113,0,0,3.47432983278e-8
ENSMUSG00000034031,1700106J16Rik,5.75179210896,0,0,0.047147932489
ENSMUSG00000034039,Prss29,1168.30872691,0,0,6.82812906257e-54
ENSMUSG00000034660,Galp,35.9742374813,0,0,7.76822200012e-12
ENSMUSG00000034677,Gpr142,7.18839609408,0,0,0.00430356034784
ENSMUSG00000035238,Kcnk15,5.75716827744,0,0,0.0207435751892
ENSMUSG00000035653,Lrfn5,11.048012953,0,0,1.55254901618e-4
ENSMUSG00000035780,Ugt2a3,9.61678513631,0,0,0.00207817236449
ENSMUSG00000035804,Ins1,10.581689351,0,0,0.042407532763
ENSMUSG00000036244,Tbc1d21,25.4516859835,0,0,2.90556559396e-8
ENSMUSG00000036251,Trpm8,230.710045352,0,0,2.69592976349e-47
ENSMUSG00000036357,Gpr101,90.1902601781,0,0,3.34137902045e-17
ENSMUSG00000036521,Abpe,4.32056429232,0,0,0.0469188680259
ENSMUSG00000036816,Atoh7,20.6271649099,0,0,1.59787695594e-7
ENSMUSG00000036899,Trpv5,32.6508344146,0,0,7.39434890735e-8
ENSMUSG00000036924,Cst13,12.4792407696,0,0,0.00272371633168
ENSMUSG00000036958,Cst11,17.2715048323,0,0,1.56661090256e-6
ENSMUSG00000037247,Pldi,17.7647092766,0,0,1.31001027307e-6
ENSMUSG00000037424,Taar9,24.9584815392,0,0,1.04501730048e-8
ENSMUSG00000037583,Nr0b2,29.295174337,0,0,4.06347364144e-10
ENSMUSG00000037689,1700090G07Rik,8.64650475312,0,0,0.00243841808592
ENSMUSG00000037727,Avp,313.830185142,0,0,2.62068450137e-18
ENSMUSG00000038148,Cldn16,6.25037272176,0,0,0.0120916327114
ENSMUSG00000038199,4931409K22Rik,80.1447846192,0,0,8.57849677442e-22
ENSMUSG00000038210,Hoxa11,5.74641594048,0,0,0.0128760003816
ENSMUSG00000038330,C87499,10.0884849067,0,0,3.63025799312e-4
ENSMUSG00000038624,Nepn,24.9799862131,0,0,2.91057967557e-7
ENSMUSG00000038676,Ucn,15.3632010768,0,0,4.55710126332e-5
ENSMUSG00000039095,En2,29.7937549497,0,0,4.53468208905e-10
ENSMUSG00000039106,Htr5a,13.4333926474,0,0,2.99420950603e-5
ENSMUSG00000039296,Spdyb,8.18018115119,0,0,0.00932852880163
ENSMUSG00000039540,4921524L21Rik,5.28009233856,0,0,0.0273807833027
ENSMUSG00000039742,Fam71f1,15.3309440659,0,0,7.07990881475e-6
ENSMUSG00000039962,Olfr906,4.7976402312,0,0,0.0296109822532
ENSMUSG00000040065,Pfpl,27.370742076,0,0,7.21040382031e-10
ENSMUSG00000040086,Tnni3k,31.1335879023,0,0,1.351638256e-6
ENSMUSG00000040132,Svs2,56.6390355706,0,0,3.27505708226e-5
ENSMUSG00000040284,Gzmg,19.2389464411,0,0,2.33047170639e-5
ENSMUSG00000040485,Lrrc52,18.2149043731,0,0,1.49571420672e-6
ENSMUSG00000040838,Gm11639,8.6250000792,0,0,0.00709973541882
ENSMUSG00000041014,Nrg3,13.9212209232,0,0,2.00567222031e-5
ENSMUSG00000041138,Txndc3,11.037260616,0,0,2.02205804648e-4
ENSMUSG00000041333,Mup4,156.413823874,0,0,7.58415483044e-36
ENSMUSG00000041359,Tcl1,19.2174417672,0,0,3.10122735073e-7
ENSMUSG00000041534,Rbp3,26.3735808504,0,0,2.58919653054e-9
ENSMUSG00000041857,Oosp1,183.806070624,0,0,1.49424150231e-18
ENSMUSG00000042002,Foxn4,164.653142879,0,0,1.50822099182e-19
ENSMUSG00000042240,Crybb2,235.685099143,0,0,1.04242365623e-22
ENSMUSG00000042379,Esm1,23.4842443747,0,0,2.47536155169e-8
ENSMUSG00000042459,Bpifa2,106.100427384,0,0,1.88048535163e-21
ENSMUSG00000042849,Olfr1414,4.80301639968,0,0,0.0311048153087
ENSMUSG00000042949,Olfr957,6.23424421632,0,0,0.00914282241389
ENSMUSG00000043089,Mmp1a,24.9154721914,0,0,8.21257394564e-9
ENSMUSG00000043366,Olfr78,67.6332868387,0,0,1.04470236204e-14
ENSMUSG00000043485,Krt34,43.1787620808,0,0,2.92047066106e-9
ENSMUSG00000043605,Olfr13,4.32056429232,0,0,0.0464657098801
ENSMUSG00000043897,Vmn2r2,19.1959370933,0,0,3.61385256961e-7
ENSMUSG00000044014,Npy5r,20.1339604656,0,0,2.27082275799e-7
ENSMUSG00000044041,Krt13,1570.72333696,0,0,2.68109717592e-44
ENSMUSG00000044121,5430402E10Rik,5.77329678288,0,0,0.0142470419159
ENSMUSG00000044249,Defb29,10.5655608456,0,0,0.00475669481245
ENSMUSG00000044453,Ffar1,8.6250000792,0,0,0.00134439824099
ENSMUSG00000044518,Foxe3,18.2256567101,0,0,1.50293841194e-5
ENSMUSG00000044835,Ankrd45,28.3410224592,0,0,3.47873596709e-10
ENSMUSG00000045364,Ifne,7.18839609408,0,0,0.00431979578684
ENSMUSG00000045534,Kcna5,67.6655438496,0,0,4.930932091e-20
ENSMUSG00000045551,Fpr1,34.5537620016,0,0,1.00573790992e-10
ENSMUSG00000045587,BC049730,6.25037272176,0,0,0.00871074098506
ENSMUSG00000045655,AU021034,11.0211321106,0,0,9.85931488831e-5
ENSMUSG00000045684,Lcn6,186.229083498,0,0,2.27003251466e-30
ENSMUSG00000045824,Olfr574,7.6816005384,0,0,0.00635182089944
ENSMUSG00000046008,Pnlip,113.663752216,0,0,5.90850408202e-29
ENSMUSG00000046272,Olfr1444,5.28009233856,0,0,0.020674081141
ENSMUSG00000046367,4931440L10Rik,6.22886804784,0,0,0.00911141816268
ENSMUSG00000046455,Olfr905,14.4144253675,0,0,1.77482972646e-5
ENSMUSG00000046846,Spesp1,8.64650475312,0,0,0.00133249709649
ENSMUSG00000046942,Mageb16,7.65471969601,0,0,0.00655626183721
ENSMUSG00000047002,Msgn1,5.7679206144,0,0,0.0139979451373
ENSMUSG00000047025,4921510H08Rik,7.69235287536,0,0,0.00559794352326
ENSMUSG00000047053,Teddm1,5.2693400016,0,0,0.0207407550792
ENSMUSG00000047149,Olfr1052,5.75716827744,0,0,0.0138507228181
ENSMUSG00000047161,Chst9,8.64112858464,0,0,0.00134872392586
ENSMUSG00000047197,Gjd3,47.5047025416,0,0,1.23792846435e-5
ENSMUSG00000047203,Vmn1r54,13.9158447547,0,0,2.13709238915e-5
ENSMUSG00000047295,Smgc,34.5591381701,0,0,5.01368876581e-10
ENSMUSG00000047343,A530098C11Rik,18.7081088174,0,0,6.19087833508e-6
ENSMUSG00000047383,Als2cr11,5.28009233856,0,0,0.020201978175
ENSMUSG00000047531,Rtp2,4.30981195536,0,0,0.0465598938667
ENSMUSG00000047564,Krtap3-1,23.988201156,0,0,1.97301101378e-8
ENSMUSG00000047799,Oog4,8.61962391073,0,0,0.00124686091527
ENSMUSG00000047828,A730018C14Rik,4.80301639968,0,0,0.0303451601216
ENSMUSG00000048065,Cyb5r2,66.2181875275,0,0,2.09891144383e-19
ENSMUSG00000048067,Olfr1349,13.9158447547,0,0,2.08210559183e-5
ENSMUSG00000048231,H2-M10.4,26.3789570189,0,0,3.93362871138e-9
ENSMUSG00000048236,Ovch2,10.5548085086,0,0,0.0117481874144
ENSMUSG00000048602,Morc2b,7.18301992561,0,0,0.0233536138555
ENSMUSG00000048616,Nog,6.23424421632,0,0,0.00825509643959
ENSMUSG00000048686,Hmgb4,22.063768895,0,0,4.57523921387e-8
ENSMUSG00000048919,Olfr223,7.66009586449,0,0,0.00284118619317
ENSMUSG00000049041,Olfr398,4.80301639968,0,0,0.0311048153087
ENSMUSG00000049173,Myoz3,51.7822574861,0,0,1.04986417121e-15
ENSMUSG00000049291,Prss38,8.14792414032,0,0,0.00192412331864
ENSMUSG00000049314,Fbxw13,25.8965049115,0,0,2.15294645119e-8
ENSMUSG00000049506,4933407P14Rik,10.0831087382,0,0,4.14058430286e-4
ENSMUSG00000049530,Clrn2,10.5601846771,0,0,2.51233528349e-4
ENSMUSG00000049593,Lce1h,39.7747164869,0,0,1.81747600974e-10
ENSMUSG00000049691,Nkx3-2,9.61140896784,0,0,0.00150871159651
ENSMUSG00000049740,5330417H12Rik,5.7679206144,0,0,0.0128230752403
ENSMUSG00000049796,Crh,125.339373825,0,0,4.80141255385e-22
ENSMUSG00000050164,Mchr1,14.853868127,0,0,8.46493698213e-6
ENSMUSG00000050224,Krtap13,5.75179210896,0,0,0.0137911451152
ENSMUSG00000050328,Hoxc12,9.123580692,0,0,8.16321588524e-4
ENSMUSG00000050345,4930486L24Rik,12.4792407696,0,0,6.48585511509e-5
ENSMUSG00000050383,Svs3b,5.77329678288,0,0,0.0139644598155
ENSMUSG00000050534,Htr5b,31.1712210816,0,0,8.72006174327e-11
ENSMUSG00000050612,Txndc2,4.79226406272,0,0,0.0311048153087
ENSMUSG00000050650,Mrgpra1,14.8699966325,0,0,1.28168831981e-5
ENSMUSG00000050704,2310061N02Rik,4.30981195536,0,0,0.0453887446602
ENSMUSG00000050818,Olfr330,23.5165013856,0,0,3.36345501293e-8
ENSMUSG00000050876,Fam75d3,18.1933996992,0,0,1.54778260761e-4
ENSMUSG00000050917,Fgf4,192.870513463,0,0,3.3619149364e-41
ENSMUSG00000051038,Rhox11,9.58452812544,0,0,6.53131942448e-4
ENSMUSG00000051051,Olfr523,24.9799862131,0,0,2.11805273475e-5
ENSMUSG00000051054,1700014D04Rik,11.9806601568,0,0,1.01551864302e-4
ENSMUSG00000051354,Samd3,13.4548973213,0,0,2.58021632398e-4
ENSMUSG00000051401,Kctd16,8.63037624768,0,0,0.0216680531844
ENSMUSG00000051726,Kcnf1,31.6482970205,0,0,2.88610885923e-11
ENSMUSG00000051839,Gypa,11.026508279,0,0,1.70949386358e-4
ENSMUSG00000051896,1700011F03Rik,7.21527693647,0,0,0.0036378346243
ENSMUSG00000051900,Abca16,11.9860363253,0,0,9.03821303986e-5
ENSMUSG00000051906,Cd209f,19.1851847563,0,0,3.38690605347e-7
ENSMUSG00000051940,5031410I06Rik,13.4387688158,0,0,2.46200839996e-5
ENSMUSG00000051965,Nanos2,10.0884849067,0,0,3.54369167818e-4
ENSMUSG00000052217,Hbb-bh1,101.259777805,0,0,1.45057377738e-18
ENSMUSG00000052270,Fpr2,11.5035842179,0,0,1.41101204883e-4
ENSMUSG00000052382,Rnase9,10.5548085086,0,0,3.17778578011e-4
ENSMUSG00000052435,Cebpe,21.5920691246,0,0,1.26110563246e-7
ENSMUSG00000052562,Slc22a30,17.2822571693,0,0,0.00350762618878
ENSMUSG00000052848,C130026L21Rik,14.4036730306,0,0,0.00149667895824
ENSMUSG00000053168,9030619P08Rik,58.5634678315,0,0,3.30667694556e-9
ENSMUSG00000053194,Cib4,7.22065310495,0,0,0.00936103431189
ENSMUSG00000053268,Dspp,44.1544186325,0,0,4.14340693406e-14
ENSMUSG00000053624,Gykl1,7.209900768,0,0,0.00418590900471
ENSMUSG00000053695,Defb37,10.0777325698,0,0,4.41150073913e-4
ENSMUSG00000053747,Sox14,4.32056429232,0,0,0.0468028909885
ENSMUSG00000053773,Rdh8,19.1690562509,0,0,4.60217833294e-7
ENSMUSG00000053856,Dnajc5g,4.80839256816,0,0,0.0310136993923
ENSMUSG00000053863,Mepe,12.9348120346,0,0,6.21754248092e-5
ENSMUSG00000053868,Gm5142,4.3259404608,0,0,0.0464589478604
ENSMUSG00000054061,Gm9934,7.67622436992,0,0,0.00514995716917
ENSMUSG00000054102,Nlrp9a,6.22886804784,0,0,0.00893028570969
ENSMUSG00000054106,Try4,7.6816005384,0,0,0.00564664338562
ENSMUSG00000054272,Zscan4c,5.75179210896,0,0,0.0135482306525
ENSMUSG00000054446,Cpa1,16.778300388,0,0,3.24305956283e-6
ENSMUSG00000054523,Ms4a5,9.58452812544,0,0,5.98726006381e-4
ENSMUSG00000054667,Irs4,17.2983856747,0,0,1.31001027307e-6
ENSMUSG00000054714,Gm9954,13.9427255971,0,0,0.0016968916962
ENSMUSG00000054746,Abca15,18.247161384,0,0,5.46092635226e-7
ENSMUSG00000054958,Nt5c1a,20.1662174765,0,0,1.40565277144e-6
ENSMUSG00000055095,Spink6,26.4058378613,0,0,3.46958915824e-9
ENSMUSG00000055197,Fev,44.5562282127,0,0,4.99702150928e-13
ENSMUSG00000055298,Ctsj,77.3253383337,0,0,8.85152371087e-20
ENSMUSG00000055385,Rnf212,9.10745218656,0,0,0.00118665016144
ENSMUSG00000055489,Ano5,42.224610203,0,0,1.50334533476e-14
ENSMUSG00000055594,5530400C23Rik,5.28009233856,0,0,0.0202159333754
ENSMUSG00000055636,Olfr965,11.9806601568,0,0,7.30366793483e-5
ENSMUSG00000055679,Ctsr,8.15867647728,0,0,0.0144358973936
ENSMUSG00000055780,Usp26,19.1798085878,0,0,4.46833795615e-6
ENSMUSG00000055874,Foxi3,12.95094054,0,0,3.75334607342e-5
ENSMUSG00000055895,Plac1l,23.9666964821,0,0,1.357093924e-8
ENSMUSG00000056128,Gm9991,7.17764375713,0,0,0.00427998737394
ENSMUSG00000056509,Gm9999,20.1339604656,0,0,1.86744009833e-5
ENSMUSG00000056564,Olfr324,12.0021648307,0,0,1.04631529279e-4
ENSMUSG00000056586,Zar1l,8.1533003088,0,0,0.00202467152807
ENSMUSG00000056696,Olfr1350,8.16942881424,0,0,0.0022184408184
ENSMUSG00000056728,Ctsll3,50.3725343434,0,0,1.44668630714e-15
ENSMUSG00000056782,Olfr667,7.19377226256,0,0,0.00422184097139
ENSMUSG00000056912,1700017N19Rik,11.037260616,0,0,8.77333930655e-4
ENSMUSG00000056972,Magel2,205.333625727,0,0,9.30619570412e-44
ENSMUSG00000057455,Rit2,15.3416964029,0,0,5.75890964564e-6
ENSMUSG00000057654,Olfr328,32.1092444539,0,0,1.07101714177e-10
ENSMUSG00000057726,Serpinb9g,5.77329678288,0,0,0.0132899514708
ENSMUSG00000057729,Prtn3,41.2704583253,0,0,1.39245832302e-12
ENSMUSG00000057946,Vmn1r181,14.8592442955,0,0,1.01814715891e-5
ENSMUSG00000058368,Krtap16-7,5.2693400016,0,0,0.0206644472493
ENSMUSG00000058523,Mup5,12.9724452139,0,0,4.74412762157e-5
